"3309.38"	"0045"
"3790.57"	"0079"
"3924.23"	"0096"
"4042.65"	"0023"
"4172.29"	"0099"
"4178.50"	"0075"
"4278.05"	"0036"
"4297.26"	"0098"
"4316.30"	"0047"
"4327.73"	"0077"
"4367.62"	"0013"
"4384.33"	"0048"
"4394.60"	"0049"
"4475.57"	"0094"
"4505.79"	"0067"
"4517.27"	"0050"
"4524.51"	"0078"
"4561.07"	"0005"
"4628.40"	"0057"
"4635.80"	"0083"
"4642.26"	"0091"
"4647.13"	"0074"
"4652.94"	"0084"
"4659.63"	"0003"
"4664.59"	"0012"
"4681.92"	"0066"
"4701.02"	"0056"
"4707.41"	"0021"
"4727.86"	"0080"
"4735.03"	"0014"
"4735.20"	"0037"
"4755.07"	"0007"
"4756.89"	"0044"
"4765.05"	"0031"
"4812.49"	"0082"
"4815.05"	"0004"
"4819.70"	"0010"
"4830.55"	"0088"
"4836.86"	"0020"
"4851.48"	"0089"
"4876.84"	"0095"
"4898.46"	"0038"
"4904.21"	"0076"
"4908.81"	"0086"
"4915.89"	"0027"
"4921.27"	"0018"
"4945.30"	"0053"
"4958.60"	"0001"
"4975.22"	"0051"
"4979.06"	"0016"
"4990.72"	"0030"
"5000.71"	"0028"
"5019.45"	"0022"
"5032.53"	"0029"
"5032.68"	"0017"
"5040.71"	"0060"
"5057.61"	"0025"
"5059.43"	"0019"
"5112.71"	"0081"
"5123.01"	"0069"
"5140.35"	"0065"
"5152.29"	"0011"
"5155.42"	"0035"
"5186.43"	"0040"
"5206.40"	"0087"
"5245.06"	"0052"
"5250.40"	"0026"
"5253.32"	"0062"
"5254.66"	"0033"
"5259.92"	"0024"
"5265.75"	"0093"
"5288.69"	"0064"
"5290.41"	"0090"
"5298.09"	"0055"
"5322.65"	"0009"
"5330.80"	"0034"
"5337.44"	"0072"
"5368.25"	"0070"
"5368.83"	"0043"
"5379.28"	"0092"
"5397.88"	"0006"
"5413.51"	"0015"
"5415.15"	"0063"
"5437.73"	"0058"
"5496.05"	"0032"
"5497.48"	"0061"
"5503.43"	"0085"
"5517.24"	"0008"
"5524.95"	"0000"
"5637.62"	"0041"
"5642.89"	"0059"
"5696.84"	"0042"
"5963.11"	"0046"
"5977.19"	"0097"
"5994.59"	"0002"
"5995.66"	"0071"
"6065.39"	"0054"
"6193.11"	"0039"
"6206.20"	"0073"
"6375.45"	"0068"
