"0000"	5524.950000000002
"0001"	4958.600000000001
"0010"	4819.7
"0011"	5152.29
"0012"	4664.589999999999
"0013"	4367.619999999999
"0014"	4735.030000000001
"0015"	5413.510000000001
"0016"	4979.060000000001
"0017"	5032.680000000001
"0018"	4921.27
"0019"	5059.429999999998
"0002"	5994.590000000001
"0020"	4836.86
"0021"	4707.409999999999
"0022"	5019.45
"0023"	4042.649999999999
"0024"	5259.920000000001
"0025"	5057.61
"0026"	5250.4
"0027"	4915.8899999999985
"0028"	5000.710000000001
"0029"	5032.529999999999
"0003"	4659.63
"0030"	4990.720000000002
"0031"	4765.050000000003
"0032"	5496.049999999999
"0033"	5254.659999999999
"0034"	5330.799999999999
"0035"	5155.42
"0036"	4278.049999999999
"0037"	4735.2
"0038"	4898.459999999999
"0039"	6193.110000000002
"0004"	4815.049999999999
"0040"	5186.4299999999985
"0041"	5637.620000000001
"0042"	5696.840000000002
"0043"	5368.829999999999
"0044"	4756.89
"0045"	3309.38
"0046"	5963.109999999999
"0047"	4316.3
"0048"	4384.330000000001
"0049"	4394.6
"0005"	4561.07
"0050"	4517.2699999999995
"0051"	4975.220000000002
"0052"	5245.059999999999
"0053"	4945.300000000002
"0054"	6065.39
"0055"	5298.09
"0056"	4701.020000000001
"0057"	4628.4000000000015
"0058"	5437.73
"0059"	5642.8899999999985
"0006"	5397.88
"0060"	5040.710000000001
"0061"	5497.48
"0062"	5253.32
"0063"	5415.150000000001
"0064"	5288.69
"0065"	5140.3499999999985
"0066"	4681.920000000001
"0067"	4505.789999999998
"0068"	6375.449999999999
"0069"	5123.009999999999
"0007"	4755.07
"0070"	5368.250000000001
"0071"	5995.660000000002
"0072"	5337.440000000001
"0073"	6206.199999999997
"0074"	4647.13
"0075"	4178.500000000001
"0076"	4904.209999999998
"0077"	4327.73
"0078"	4524.51
"0079"	3790.57
"0008"	5517.240000000001
"0080"	4727.8600000000015
"0081"	5112.709999999998
"0082"	4812.489999999998
"0083"	4635.799999999999
"0084"	4652.9400000000005
"0085"	5503.43
"0086"	4908.8099999999995
"0087"	5206.399999999999
"0088"	4830.550000000001
"0089"	4851.479999999999
"0009"	5322.65
"0090"	5290.409999999998
"0091"	4642.26
"0092"	5379.279999999999
"0093"	5265.750000000001
"0094"	4475.569999999999
"0095"	4876.840000000001
"0096"	3924.230000000001
"0097"	5977.19
"0098"	4297.26
"0099"	4172.29
